sequence	16S_rRNA_Count	metadata_NSTI
SV_907_Flavobacteriales	2	0.175187
SV_908_Flavobacteriales	3	0.398154
SV_909_Flavobacteriales	3	0.023456
SV_90_Rhodobacterales	2	0.031457
SV_910_Rhodobacterales	2	0.154303
SV_911_NA	2	0.439275
SV_912_Sphingomonadales	1	0.251874
SV_913_Caulobacterales	2	0.522117
SV_914_Sphingomonadales	2	0.037546
SV_915_Flavobacteriales	3	0.029668
SV_916_Rhodobacterales	2	0.014521
SV_917_Rhodobacterales	2	0.148646
SV_918_Flavobacteriales	3	0.235166
SV_919_Pseudomonadales	3	0.457018
SV_91_Rhodobacterales	4	0.042863
SV_920_Flavobacteriales	3	0.050677
SV_921_Flavobacteriales	3	0.084742
SV_922_Rhodobacterales	2	0.128585
SV_923_Caulobacterales	2	0.670476
SV_924_Flavobacteriales	2	0.161297
SV_925_Rhodobacterales	2	0.1171
SV_926_Flavobacteriales	3	0.235166
SV_927_Rhodospirillales	4	0.068542
SV_928_Rhodobacterales	2	0.171074
SV_929_Enterobacterales	4	0.508355
SV_92_Pelagibacterales	1	0.014381
SV_930_Flavobacteriales	3	0.263327
SV_931_Enterobacterales	5	0.1214
SV_932_Enterobacterales	10	0.102621
SV_933_Flavobacteriales	3	0.155646
SV_934_Flavobacteriales	3	0.294089
SV_935_Caulobacterales	2	0.393993
SV_936_Rhodospirillales	4	0.59462
SV_937_Sphingomonadales	1	0.014608
SV_938_Rhodobacterales	2	0.029972
SV_939_Enterobacterales	5	0.022353
SV_93_Enterobacterales	5	0.1214
SV_940_Caulobacterales	2	0.064204
SV_941_Rhodobacterales	4	0.069543
SV_942_Sphingomonadales	1	0.009086
SV_943_Cytophagales	3	0.409903
SV_944_Rhodospirillales	4	0.04204
SV_945_Enterobacterales	5	0.020733
SV_946_Rhodospirillales	4	0.055888
SV_947_Rhodobacterales	2	0.124384
SV_948_Rhodobacterales	2	0.040035
SV_949_Enterobacterales	3	0.753732
SV_94_Enterobacterales	5	0.101596
SV_950_Caulobacterales	2	0.148611
SV_951_Sphingomonadales	2	0.501173
SV_952_Sphingomonadales	2	0.167896
SV_953_Sphingomonadales	1	0.036828
SV_954_Caulobacterales	2	0.503685
SV_955_Rhodospirillales	4	0.400243
SV_956_NA	2	0.477956
SV_957_Caulobacterales	2	0.146418
SV_958_Rhodobacterales	2	0.125925
SV_959_Rhodobacterales	2	0.328253
SV_95_Rhizobiales	2	0.095433
SV_960_Enterobacterales	12	0.258903
SV_961_Enterobacterales	5	0.240646
SV_962_Rhodobacterales	2	0.016059
SV_963_Rhodobacterales	2	0.018436
SV_964_Flavobacteriales	3	0.253313
SV_965_Rhodobacterales	4	0.084426
SV_966_Enterobacterales	5	0.1214
SV_967_Rhodobacterales	2	0.203739
SV_968_Enterobacterales	2	0.276395
SV_969_Enterobacterales	2	0.276395
SV_96_Flavobacteriales	3	0.019635
SV_970_Rhodobacterales	3	0.042185
SV_971_Rhodobacterales	2	0.14804
SV_972_Sphingomonadales	1	0.01461
SV_973_Rhodospirillales	4	0.048155
SV_974_Rhodobacterales	2	0.024758
SV_975_Caulobacterales	2	0.249982
SV_976_Enterobacterales	5	0.038782
SV_977_Sphingomonadales	2	0.367003
SV_978_Caulobacterales	3	0.78999
SV_979_Sphingomonadales	1	0.035514
SV_97_Flavobacteriales	3	0.112478
SV_980_Sphingomonadales	2	0.03399
SV_981_Enterobacterales	5	0.151183
SV_982_Flavobacteriales	3	0.604963
SV_983_Rhodospirillales	3	0.571948
SV_984_Rhodobacterales	2	0.170727
SV_985_Caulobacterales	7	0.717412
SV_986_Cytophagales	3	0.409903
SV_987_Rhodobacterales	1	0.026721
SV_988_Pseudomonadales	2	0.749305
SV_989_NA	1	0.044308
SV_98_Caulobacterales	2	0.13657
SV_990_Rhizobiales	2	0.70134
SV_991_Sphingomonadales	1	0.058026
SV_992_Enterobacterales	5	0.516731
SV_993_Caulobacterales	2	0.115895
SV_994_Flavobacteriales	3	0.253313
SV_995_Rhodospirillales	3	0.229299
SV_996_Sphingomonadales	1	0.035407
SV_997_NA	1	0.05366
SV_998_NA	2	0.164475
SV_999_Rhodobacterales	2	0.062574
SV_99_Enterobacterales	8	0.280981
SV_9_Sphingomonadales	1	0.009072
